payment_sk,payment_id,date_id,customer_sk,channel_sk,store_sk,location_sk,status,method,transaction_ref,amount
272,7000000271,20240213.0,833,1,,1046.0,REFUNDED,CARD,TX-0EOARRWWS4FZ,87448.8
273,7000000272,20241027.0,844,1,,2889.0,PAID,GATEWAY,TX-JNBZVFV991AC,33144.0
274,7000000273,20240302.0,720,1,,1437.0,PAID,CARD,TX-ZV4TY9YKRZ1Y,43588.8
275,7000000274,20240928.0,169,2,1.0,2353.0,PAID,CARD,TX-3G5SMQ5UFK8U,77064.9
276,7000000275,20240624.0,969,1,,95.0,PAID,GATEWAY,TX-217PFTPYBOR9,27336.0
277,7000000276,20250528.0,268,2,4.0,2908.0,PAID,CARD,TX-3TFMS12WBAKE,29040.0
278,7000000277,20241014.0,122,2,1.0,3023.0,PAID,CARD,TX-DWW8DXAJXMB5,50820.0
279,7000000278,20250306.0,617,1,,164.0,PAID,GATEWAY,TX-WLX04XSBY2OU,27636.0
280,7000000279,,608,1,,1523.0,FAILED,GATEWAY,,54261.0
281,7000000280,20240722.0,732,2,1.0,1458.0,PAID,CARD,TX-DPUSQC38SEOO,33033.0
282,7000000281,20250312.0,211,1,,600.0,PAID,CARD,TX-NIFMPEOSO1F1,54101.28
283,7000000282,20241229.0,475,1,,432.0,PAID,GATEWAY,TX-41Q6L4JDGJ8Y,24422.4
284,7000000283,20250723.0,949,1,,1549.0,PAID,CARD,TX-70LGRPZRXEP4,16718.25
285,7000000284,20240310.0,426,2,2.0,2971.0,PAID,CARD,TX-5MN6SC6XSGAF,70785.0
286,7000000285,,386,1,,1037.0,FAILED,CARD,,19350.0
287,7000000286,20240713.0,500,1,,1798.0,PAID,CARD,TX-4U41TQZ1VFUJ,37074.0
288,7000000287,20250618.0,677,2,1.0,1764.0,PAID,CASH,TX-6ZHDQAIBHYHH,51727.5
289,7000000288,20250202.0,33,2,1.0,2085.0,PAID,CASH,TX-5HTY6XNGDJ56,14229.6
290,7000000289,,194,1,,1296.0,FAILED,CARD,,90389.1
291,7000000290,20241105.0,78,1,,3031.0,PAID,GATEWAY,TX-71M8ECKC546R,105354.3
292,7000000291,20241020.0,102,1,,825.0,PAID,GATEWAY,TX-9BYQ71UHA6F6,56900.25
293,7000000292,20250430.0,1072,2,4.0,2657.0,PAID,CARD,TX-GUYG1JEV4IY4,32270.7
294,7000000293,20250822.0,754,1,,3164.0,PAID,CARD,TX-0JPO94I4MWNA,27036.0
295,7000000294,,195,1,,46.0,FAILED,CARD,,44460.0
296,7000000295,20250328.0,862,2,4.0,433.0,REFUNDED,TRANSFER,TX-G4P93NYH90EN,24829.2
297,7000000296,20240630.0,240,2,2.0,491.0,PAID,CASH,TX-E2KQ0B1VWNTV,18150.0
298,7000000297,20250813.0,682,2,1.0,761.0,REFUNDED,CASH,TX-D2IGDXBZ392N,53361.0
299,7000000298,20241106.0,849,2,1.0,536.0,PAID,CASH,TX-KXUNDMFZ5WW4,41382.0
300,7000000299,20240508.0,807,2,3.0,,PAID,CARD,TX-D8L8DJ0EK3LN,43560.0
301,7000000300,20241119.0,901,1,,,PAID,GATEWAY,TX-TR3GAE9DR5DB,54633.6
302,7000000301,20240507.0,61,1,,,PAID,GATEWAY,TX-KEOC6P3FKE5H,29040.0
303,7000000302,,1082,1,,1246.0,FAILED,GATEWAY,,69507.0
304,7000000303,20240319.0,1286,2,3.0,3149.0,PAID,CARD,TX-KJG7DP5ULP2X,39204.0
305,7000000304,20240318.0,1416,1,,1586.0,PAID,CARD,TX-TUYL0BU1IADY,119873.77
306,7000000305,20250415.0,979,1,,2941.0,PAID,CARD,TX-B92HA6ELOUQX,31692.0
307,7000000306,20240501.0,800,1,,959.0,PAID,CARD,TX-GRX6A990BSH1,83671.5
308,7000000307,20240913.0,800,1,,920.0,PAID,CARD,TX-YZ8JG2RZGHXI,17835.0
309,7000000308,20240329.0,757,1,,802.0,PAID,GATEWAY,TX-I5X65UM4YRV8,17835.0
310,7000000309,,1194,2,1.0,2964.0,FAILED,CASH,,45738.0
311,7000000310,20250104.0,673,1,,,PAID,GATEWAY,TX-GF0G46U2SLZ2,27636.0
312,7000000311,20250110.0,1266,2,2.0,2233.0,PAID,CARD,TX-A9VQNWCQTJVU,36209.25
313,7000000312,20250224.0,7,2,2.0,2850.0,PAID,CASH,TX-QYUOLNLPR9A6,36209.25
314,7000000313,20250522.0,1040,2,3.0,148.0,PAID,CARD,TX-9C70TRVTFMRM,71692.5
315,7000000314,20241017.0,873,1,,1127.0,PAID,GATEWAY,TX-H6DU9ZZ99VMH,33579.6
316,7000000315,20250506.0,1336,1,,386.0,PAID,CARD,TX-QYEPJRF57CPL,54351.75
317,7000000316,20250429.0,708,2,1.0,1521.0,PAID,CARD,TX-T27JLLZ90Z23,71601.75
318,7000000317,20240818.0,380,1,,4.0,PAID,CARD,TX-A2B0X2VVI7AI,37437.0
319,7000000318,20241007.0,634,2,4.0,2997.0,PAID,CARD,TX-4JQTH0TPGOK6,15246.0
320,7000000319,20240422.0,578,1,,2574.0,PAID,CARD,TX-EYD3MYNUEUVL,15429.6
321,7000000320,20250820.0,1479,1,,2062.0,PAID,CARD,TX-LNOJKNPN8S6G,36592.5
322,7000000321,20250805.0,1399,1,,1855.0,PAID,GATEWAY,TX-6UL6ULM1T6I8,94491.0
323,7000000322,20241121.0,522,2,4.0,2659.0,PAID,CASH,TX-U4QP4ULPQP81,37243.8
324,7000000323,20250404.0,247,2,1.0,752.0,PAID,CARD,TX-2P4LEW4P220X,54711.36
325,7000000324,20250113.0,96,2,4.0,193.0,PAID,CASH,TX-90ZM8JKX2Y5L,69812.16
326,7000000325,20241017.0,798,2,2.0,,PAID,CARD,TX-O41OIMJGZ9AU,28749.6
327,7000000326,20240618.0,21,1,,2288.0,PAID,CARD,TX-450XPOI73T2G,84070.8
328,7000000327,20250109.0,1236,1,,1582.0,PAID,CARD,TX-PK9VO8PM4Y2M,31082.16
329,7000000328,20250211.0,130,1,,1458.0,PAID,GATEWAY,TX-1KKTDNUMVEXG,82239.75
330,7000000329,20240317.0,169,1,,2389.0,PAID,CARD,TX-XJH8KGYZM509,44324.4
331,7000000330,20241216.0,973,2,2.0,2436.0,PAID,CASH,TX-MFPVK4WYZIQO,29040.0
332,7000000331,20241227.0,1449,1,,2195.0,PAID,CARD,TX-2NWBAN52V58N,68581.35
333,7000000332,20250918.0,210,1,,3168.0,PAID,GATEWAY,TX-2LCHHCC5ZSNP,62547.0
334,7000000333,,737,1,,2218.0,FAILED,GATEWAY,,16552.56
335,7000000334,20250508.0,1350,1,,1764.0,PAID,GATEWAY,TX-AACSM4V7B6LD,71341.2
336,7000000335,20240213.0,170,1,,1984.0,PAID,CARD,TX-9VP4JS6NLM4G,73691.1
337,7000000336,20240721.0,217,1,,2687.0,PAID,GATEWAY,TX-MRUO0N85J0DK,47964.0
338,7000000337,20240913.0,254,1,,2749.0,PAID,CARD,TX-FC0XEF6A9XCX,17835.0
339,7000000338,20240325.0,1400,1,,722.0,REFUNDED,GATEWAY,TX-5AQRJS9NPTPR,47146.2
340,7000000339,,1213,1,,1905.0,FAILED,GATEWAY,,54561.0
341,7000000340,20240807.0,1410,1,,167.0,PAID,GATEWAY,TX-V49TDYF12CHD,14268.0
342,7000000341,20241223.0,128,2,2.0,2350.0,PAID,CASH,TX-1PO9O2M470N9,30492.0
343,7000000342,20241009.0,499,1,,1440.0,PAID,CARD,TX-96NJWU73365R,18142.5
344,7000000343,20240813.0,494,1,,2641.0,PAID,CARD,TX-V4W5NU4IN2KQ,27989.4
345,7000000344,20240724.0,755,1,,561.0,PAID,GATEWAY,TX-6LR6SAKRAFFL,41430.0
346,7000000345,20240502.0,518,1,,359.0,PAID,CARD,TX-5WDA03DAZ3RW,41164.2
347,7000000346,20250314.0,1171,2,4.0,261.0,PAID,TRANSFER,TX-GHB9NH3PF34H,41382.0
348,7000000347,20240820.0,1261,1,,2085.0,PAID,CARD,TX-HPYHX68YV2NP,54261.0
349,7000000348,20241116.0,468,2,4.0,2981.0,PAID,CASH,TX-YS1DUAFA0XRJ,12414.6
350,7000000349,20240829.0,503,1,,803.0,PAID,CARD,TX-QRSPPOBH9GCT,44760.0
351,7000000350,20240320.0,1073,2,3.0,863.0,PAID,CASH,TX-7YSX5TUAN5O2,42688.8
352,7000000351,20240504.0,997,2,1.0,1525.0,PAID,CARD,TX-P1YVFKXVQVAE,32670.0
353,7000000352,20250216.0,435,1,,1597.0,PAID,CARD,TX-72J7IJ6LNY6W,35203.5
354,7000000353,20250510.0,1401,2,4.0,74.0,PAID,CASH,TX-Z4PE05SA9C2L,41382.0
355,7000000354,20250510.0,202,1,,2684.0,PAID,CARD,TX-JVJ0I4RTQ0BX,17172.0
356,7000000355,20241211.0,920,1,,,PAID,CARD,TX-XKJUPQVUBQEZ,50205.0
357,7000000356,20250607.0,1101,1,,,PAID,GATEWAY,TX-X0GOPDIORXB6,53361.0
358,7000000357,20240301.0,305,1,,1282.0,PAID,CARD,TX-AVPMX5L77IBR,14229.6
359,7000000358,20250709.0,268,1,,2452.0,PAID,CARD,TX-OO36UD0CTY1C,34485.0
360,7000000359,20240709.0,636,2,3.0,3010.0,PAID,TRANSFER,TX-49K5YJCOFNUM,35574.0
361,7000000360,20240926.0,736,2,4.0,3148.0,PAID,CASH,TX-04FI3D7JI6I8,62871.6
362,7000000361,20250119.0,938,1,,1982.0,PAID,GATEWAY,TX-K4RQJWOJWF50,72783.6
363,7000000362,20240816.0,356,1,,2344.0,PAID,CARD,TX-8Q185GSCMNUU,43560.0
364,7000000363,20240609.0,544,1,,874.0,PAID,CARD,TX-I7T264W0HY3F,13794.0
365,7000000364,20250819.0,952,2,2.0,3061.0,PAID,CASH,TX-W7NHPGJX19EM,29882.16
366,7000000365,20250822.0,1016,1,,2287.0,REFUNDED,CARD,TX-4HUDSNJ53TIS,81486.0
367,7000000366,20250717.0,1183,1,,1945.0,PAID,CARD,TX-GH9Q7I2HKR65,57529.05
368,7000000367,20250420.0,1154,1,,2955.0,PAID,GATEWAY,TX-SX52GWA654NV,33570.0
369,7000000368,,1056,1,,1505.0,FAILED,CARD,,27336.0
370,7000000369,20241213.0,666,2,1.0,1635.0,PAID,CARD,TX-XLY81XGJHK88,39204.0
371,7000000370,20250820.0,1010,2,2.0,325.0,PAID,CASH,TX-AQLDTMXEBGXP,36209.25
372,7000000371,20240117.0,977,1,,1694.0,PAID,GATEWAY,TX-28ZBJJAC9ONQ,37500.0
373,7000000372,20240823.0,172,1,,683.0,PAID,GATEWAY,TX-1GLRAPDN3H4Q,15383.7
374,7000000373,20240219.0,1179,1,,1331.0,PAID,GATEWAY,TX-P5CUJEXU4QVY,16146.0
375,7000000374,20250417.0,1048,2,2.0,3000.0,PAID,CARD,TX-6F1QW90TPG97,53361.0
376,7000000375,20250624.0,480,1,,2379.0,PAID,GATEWAY,TX-E942HQFXCLQ0,18051.75
377,7000000376,20241217.0,164,2,2.0,833.0,PAID,CASH,TX-WQT2EXWNSCI3,51727.5
378,7000000377,20240805.0,902,2,1.0,1027.0,PAID,CARD,TX-CD1W6RUD5WC9,36300.0
379,7000000378,20250906.0,1096,1,,254.0,PAID,GATEWAY,TX-LC6P0DRQFVFA,49224.9
380,7000000379,20250618.0,1208,1,,1379.0,PAID,GATEWAY,TX-5DMUP1YVWQJ8,13968.0
381,7000000380,20240614.0,538,2,2.0,,PAID,TRANSFER,TX-PGW00JYJ2DSA,68534.4
382,7000000381,20250519.0,695,1,,1944.0,PAID,CARD,TX-QA1VIQ63F9HK,80779.2
383,7000000382,20240623.0,766,1,,1019.0,PAID,CARD,TX-B4TSG0S0U50A,37800.0
384,7000000383,20241123.0,295,2,2.0,236.0,PAID,CARD,TX-09HKD6K7RMNZ,51455.25
385,7000000384,20250610.0,864,1,,1406.0,PAID,GATEWAY,TX-IG7T92ZX195O,42688.8
386,7000000385,20240513.0,314,2,2.0,796.0,PAID,TRANSFER,TX-B0U2HVMBN4HZ,91294.5
387,7000000386,20241025.0,299,2,1.0,,PAID,CASH,TX-2DCPGANL816L,17242.5
388,7000000387,20250330.0,786,1,,2754.0,PAID,GATEWAY,TX-71SD6QK06HOI,44760.0
389,7000000388,20240604.0,356,1,,2023.0,PAID,GATEWAY,TX-SKI19UR8NZJE,53835.0
390,7000000389,20240506.0,792,1,,413.0,PAID,CARD,TX-2AGIF4ST5TVG,12414.6
391,7000000390,20240317.0,88,1,,770.0,PAID,CARD,TX-TAHQBBU55DVA,19957.5
392,7000000391,20240208.0,1426,1,,,REFUNDED,CARD,TX-8ZPLCL4J7RB6,17235.0
393,7000000392,20240816.0,1,2,2.0,1229.0,PAID,CASH,TX-INXS8RHVV5AA,35574.0
394,7000000393,20240321.0,803,2,3.0,1971.0,PAID,CARD,TX-OA3AU16N4SYZ,14229.6
395,7000000394,20250731.0,589,1,,1438.0,PAID,GATEWAY,TX-VTVOAV41B8E9,47454.75
396,7000000395,20240602.0,1238,2,3.0,2722.0,PAID,CASH,TX-5J8UR63NYIR1,44823.24
397,7000000396,20240814.0,293,1,,1973.0,PAID,GATEWAY,TX-BW69ZMQ9P7EQ,58045.8
398,7000000397,20250706.0,882,1,,2425.0,PAID,CARD,TX-NM6HXG0QGGBU,15420.0
399,7000000398,20240329.0,913,1,,400.0,REFUNDED,CARD,TX-EC4NNZ49NQ3N,80188.8
400,7000000399,20241004.0,960,2,2.0,1347.0,PAID,CASH,TX-T4LMAG75TO3E,57354.0
401,7000000400,20250313.0,1084,2,1.0,2362.0,PAID,CASH,TX-8R60T3I6KDPR,15246.0
402,7000000401,20250627.0,1411,2,2.0,3100.0,PAID,TRANSFER,TX-BMR81MZAP796,49005.0
403,7000000402,20241220.0,889,1,,2167.0,PAID,CARD,TX-VQFN0IZH88RB,44324.4
404,7000000403,20241216.0,814,1,,2030.0,PAID,CARD,TX-3WUQAYGI0P0H,55650.0
405,7000000404,20250313.0,293,1,,582.0,PAID,GATEWAY,TX-E3LM75Q7GX2S,46076.4
406,7000000405,20240820.0,1121,1,,1877.0,PAID,GATEWAY,TX-K83GSGCHYB7T,80198.4
407,7000000406,20240825.0,696,2,1.0,1508.0,PAID,CASH,TX-ORJGRU9TD57R,51727.5
408,7000000407,,331,1,,1707.0,FAILED,CARD,,31036.5
409,7000000408,20241113.0,106,1,,1657.0,PAID,CARD,TX-QOYJSAZIDRCT,38252.7
410,7000000409,,918,2,2.0,2640.0,FAILED,CARD,,39204.0
411,7000000410,20250721.0,305,1,,,PAID,CARD,TX-IBZRBYKR9J94,42688.8
412,7000000411,20241110.0,381,1,,649.0,PAID,CARD,TX-AO1WXLCIU4BM,47754.75
413,7000000412,20241121.0,176,2,3.0,,PAID,TRANSFER,TX-UYJMIC97SZPL,28459.2
414,7000000413,,1269,2,2.0,2017.0,FAILED,CARD,,29040.0
415,7000000414,20250514.0,128,1,,,PAID,GATEWAY,TX-A4S38KRDFV37,48634.5
416,7000000415,20250501.0,424,2,2.0,2976.0,PAID,CARD,TX-MB5OQNRSHFCA,17787.0
417,7000000416,,7,2,4.0,788.0,FAILED,CARD,,39131.4
418,7000000417,20240331.0,105,2,3.0,2636.0,PAID,TRANSFER,TX-XGCNAYKYNQVS,31944.0
419,7000000418,20240629.0,1415,1,,2354.0,REFUNDED,CARD,TX-G5T3LZ8VNBZ4,47364.0
420,7000000419,20240324.0,283,1,,2507.0,PAID,GATEWAY,TX-H7YDH9ZLPVBB,79436.1
421,7000000420,20241211.0,1430,2,2.0,176.0,PAID,CARD,TX-9V2XX0ZE5NHC,13794.0
422,7000000421,20240902.0,673,1,,140.0,PAID,CARD,TX-6H7TNVOKEYNJ,40404.0
423,7000000422,20250224.0,1419,1,,1921.0,PAID,CARD,TX-MFUCVJ3FR6Q9,68055.0
424,7000000423,20250610.0,39,2,1.0,1882.0,PAID,CASH,TX-4VGL8QW99YKY,28459.2
425,7000000424,20240711.0,189,1,,2762.0,PAID,CARD,TX-621O2EAH0OK3,15429.6
426,7000000425,20250929.0,526,2,2.0,,PAID,CASH,TX-X4Z5W67FAAYF,12806.64
427,7000000426,20240711.0,790,1,,246.0,PAID,CARD,TX-G2L3AJ87WLYZ,43560.0
428,7000000427,20240707.0,464,1,,2446.0,PAID,GATEWAY,TX-5461BOCHTCX5,43160.7
429,7000000428,,262,1,,764.0,FAILED,CARD,,36474.0
430,7000000429,20250413.0,1051,2,1.0,266.0,PAID,CARD,TX-MZ3E9YP0AYS4,71220.6
431,7000000430,20250130.0,582,1,,1138.0,PAID,CARD,TX-AZT8YBM71PME,46638.0
432,7000000431,20250907.0,3,1,,2662.0,PAID,CARD,TX-JAVF61DM78UI,42664.2
433,7000000432,20240122.0,678,1,,1624.0,PAID,CARD,TX-20PY43VV1HBY,47020.2
434,7000000433,20250112.0,369,1,,1779.0,PAID,GATEWAY,TX-K1W031MPYYNQ,14268.0
435,7000000434,20240412.0,71,1,,2242.0,REFUNDED,CARD,TX-W37J9GGFWJ6J,30540.0
436,7000000435,20240519.0,1251,1,,2395.0,PAID,CARD,TX-RUMPPEZAI861,72193.2
437,7000000436,20240818.0,143,2,4.0,784.0,PAID,CASH,TX-F4IOFE9N09RB,43560.0
438,7000000437,20241101.0,126,1,,,PAID,CARD,TX-Q3AXQ33Z0XQ0,51727.5
439,7000000438,20250503.0,945,2,4.0,1053.0,PAID,TRANSFER,TX-31ZVW07TT4LH,58697.1
440,7000000439,20240104.0,592,1,,332.0,PAID,CARD,TX-F8QMQHZW22DP,27588.0
441,7000000440,20241030.0,462,2,2.0,1334.0,PAID,CARD,TX-5CFNAK5C9Y27,73616.4
442,7000000441,20240320.0,274,1,,1286.0,PAID,GATEWAY,TX-EM7R3QCQAOOX,46323.24
443,7000000442,20240525.0,703,2,3.0,955.0,PAID,CARD,TX-YUDWNIFYIR3D,53361.0
444,7000000443,,723,2,1.0,526.0,FAILED,CARD,,120969.75
445,7000000444,20250119.0,310,1,,632.0,PAID,CARD,TX-1DE1YU96AG0S,44324.4
446,7000000445,20240725.0,410,2,2.0,698.0,PAID,TRANSFER,TX-PW17KF6JZQF2,29040.0
447,7000000446,20240813.0,495,1,,2611.0,PAID,CARD,TX-V8G4DYUVUMSF,43888.8
448,7000000447,20241109.0,457,1,,3154.0,PAID,GATEWAY,TX-K4O27EVCNQIY,43588.8
449,7000000448,20250111.0,852,2,1.0,2187.0,PAID,CARD,TX-R1HVTW5EJE32,13794.0
450,7000000449,20240402.0,793,1,,1947.0,PAID,GATEWAY,TX-BDYQIXYCGU3I,69516.6
451,7000000450,20240908.0,789,1,,,PAID,CARD,TX-ASXB25T0FW5J,20257.5
452,7000000451,20240410.0,1075,2,4.0,2354.0,REFUNDED,CASH,TX-TNTYESTAZALH,34485.0
453,7000000452,20250302.0,814,1,,2625.0,PAID,CARD,TX-C9T6P07HZQ8O,54313.88
454,7000000453,20240415.0,1270,1,,830.0,PAID,GATEWAY,TX-VZOU1WTXJLVB,15129.6
455,7000000454,20250524.0,442,1,,84.0,PAID,CARD,TX-AWVDZV19547K,40104.0
456,7000000455,,1109,1,,2916.0,FAILED,CARD,,102694.8
457,7000000456,20240927.0,1107,2,4.0,1550.0,PAID,CASH,TX-QYXWL9615PAY,81783.9
458,7000000457,20250928.0,1229,1,,251.0,PAID,GATEWAY,TX-W9KRBE6EYOX6,16418.25
459,7000000458,20241028.0,498,1,,,PAID,CARD,TX-XL1CAJ1BFHL5,48097.5
460,7000000459,20241216.0,738,1,,1255.0,REFUNDED,GATEWAY,TX-9SSXL9RIBGMO,28749.6
461,7000000460,20240402.0,1412,1,,2191.0,PAID,CARD,TX-4SVXHX4NWLKG,18676.35
462,7000000461,20240326.0,1462,1,,1267.0,PAID,GATEWAY,TX-YUJJV8LRZSUZ,27989.4
463,7000000462,20240527.0,167,1,,1158.0,PAID,CARD,TX-EPNZRC69T77W,55650.0
464,7000000463,20250831.0,1066,1,,545.0,PAID,CARD,TX-YC0KLR7193Q1,13968.0
465,7000000464,,1075,2,1.0,75.0,FAILED,CASH,,44823.24
466,7000000465,,1393,1,,1078.0,FAILED,CARD,,120334.5
467,7000000466,20250716.0,181,1,,187.0,PAID,CARD,TX-GB5F0IKQ5J67,67447.5
468,7000000467,20250103.0,746,2,2.0,66.0,PAID,CARD,TX-HNMINTSFJHUP,39204.0
469,7000000468,,1188,1,,1497.0,PENDING,GATEWAY,,47020.2
470,7000000469,20250614.0,803,1,,3128.0,PAID,GATEWAY,TX-50ZFGGJAOYU5,48924.9
471,7000000470,20240209.0,316,2,2.0,1278.0,PAID,TRANSFER,TX-JZEKLEJVGIFY,17787.0
472,7000000471,20240113.0,56,2,1.0,317.0,PAID,CASH,TX-X4UZIIFLNWRO,41382.0
473,7000000472,20250726.0,1427,1,,2585.0,PAID,CARD,TX-6AGXBBI7NE86,15841.08
474,7000000473,20250301.0,1172,1,,2875.0,PAID,CARD,TX-FFGFTIS2H7LZ,40104.0
475,7000000474,20240806.0,613,2,1.0,1694.0,PAID,CASH,TX-YS3UUI5XBOF8,17242.5
476,7000000475,,941,2,2.0,1578.0,FAILED,CARD,,27588.0
477,7000000476,20250329.0,748,1,,264.0,PAID,CARD,TX-M6EGZGAAP5UV,72411.0
478,7000000477,20250517.0,780,1,,2102.0,PAID,GATEWAY,TX-0LEY2WZ6DDY6,14694.0
479,7000000478,,642,2,3.0,295.0,FAILED,CASH,,13068.0
480,7000000479,20250710.0,320,2,2.0,1194.0,PAID,CASH,TX-KCX613RM6ZGE,53361.0
481,7000000480,20250610.0,843,2,3.0,837.0,PAID,CASH,TX-F4OVKTCPWNKS,43560.0
482,7000000481,20240131.0,956,2,2.0,,PAID,CASH,TX-VKEESLVAKV3X,29221.5
483,7000000482,20241208.0,348,2,1.0,2903.0,REFUNDED,CASH,TX-A8K5DCQYJ8C2,37933.5
484,7000000483,20240108.0,445,1,,673.0,PAID,GATEWAY,TX-JJI7LAMJEQBF,15720.0
485,7000000484,20250807.0,758,1,,2493.0,REFUNDED,GATEWAY,TX-8MEZRRCFPLBX,33144.0
486,7000000485,20240628.0,481,1,,509.0,PAID,CARD,TX-7ZJC3WSFZW7D,52927.5
487,7000000486,20240726.0,1303,2,3.0,264.0,PAID,TRANSFER,TX-6T5BC1U0ZQ3G,51909.0
488,7000000487,20250101.0,1020,2,4.0,2828.0,PAID,CARD,TX-JBVIMZ5H0DMU,29040.0
489,7000000488,20240521.0,1376,1,,2641.0,REFUNDED,CARD,TX-0YN4O5U58PDD,55350.0
490,7000000489,20250826.0,1083,2,1.0,1345.0,PAID,CARD,TX-MSAB3BVTBWGB,67663.2
491,7000000490,20240930.0,760,2,1.0,387.0,PAID,CASH,TX-ZV1V8PDEWD6L,30855.0
492,7000000491,20241117.0,1011,2,2.0,1742.0,PAID,TRANSFER,TX-91PLAYYBGRXH,13068.0
493,7000000492,20250928.0,913,2,3.0,1837.0,PAID,CASH,TX-HRTPMO841LCL,36826.35
494,7000000493,20250627.0,1012,1,,3151.0,PAID,GATEWAY,TX-RDAAW2AFI63O,15429.6
495,7000000494,20240726.0,1228,1,,3141.0,PAID,GATEWAY,TX-Y9Y5EDM228GN,57229.05
496,7000000495,,1180,2,3.0,1379.0,FAILED,CARD,,83853.0
497,7000000496,20241115.0,173,1,,1421.0,PAID,GATEWAY,TX-W4SPI0VP1DZX,19287.0
498,7000000497,,143,2,1.0,355.0,PENDING,TRANSFER,,83490.0
499,7000000498,20240906.0,1036,1,,978.0,PAID,CARD,TX-3JWBXZWAIUOS,18687.0
500,7000000499,,829,1,,,FAILED,CARD,,18351.75
501,7000000500,,214,1,,688.0,FAILED,GATEWAY,,69744.0
502,7000000501,20240521.0,1242,2,1.0,2468.0,PAID,CASH,TX-UDX1ZFMQ6I4B,36300.0
503,7000000502,20241004.0,1379,1,,910.0,PAID,CARD,TX-R6W6NCH4H9CG,27036.0
504,7000000503,20250823.0,1415,1,,696.0,PAID,GATEWAY,TX-RCNJ6BRJDNA0,43888.8
505,7000000504,20250208.0,511,1,,,PAID,CARD,TX-KEGJ52T2PM31,28488.0
506,7000000505,,920,2,2.0,1987.0,FAILED,CASH,,41382.0
507,7000000506,20241206.0,69,1,,42.0,REFUNDED,GATEWAY,TX-CUXNYV4C4SL0,44651.1
508,7000000507,20250712.0,492,2,4.0,1304.0,PAID,TRANSFER,TX-3TAZSN0WZUWT,19057.5
509,7000000508,20240606.0,523,1,,1405.0,PAID,CARD,TX-D6E5F0H74ISR,24422.4
510,7000000509,20250803.0,1382,1,,2882.0,PAID,GATEWAY,TX-SGQ9WERX6TP9,54861.0
511,7000000510,20240903.0,310,1,,993.0,PAID,CARD,TX-48U3LQ28QAQX,74826.0
512,7000000511,20240109.0,457,1,,2567.0,PAID,GATEWAY,TX-Q1VKVV411QIZ,59895.0
513,7000000512,20250918.0,396,1,,2141.0,PAID,GATEWAY,TX-Z6SEX7GEOQGF,15129.6
514,7000000513,20241214.0,538,2,3.0,,PAID,CASH,TX-SEEEAS0WG185,32016.6
515,7000000514,20241013.0,6,2,1.0,2658.0,PAID,CARD,TX-A9YZ5SCZH36H,93291.0
516,7000000515,20240102.0,733,1,,1648.0,PAID,GATEWAY,TX-U1R0DN952B5I,18868.5
517,7000000516,20250319.0,56,2,1.0,2423.0,PAID,CARD,TX-X6REAVBEHHW9,108028.8
518,7000000517,20240620.0,367,1,,993.0,PAID,CARD,TX-JJ5LM9YUHZBL,30540.0
519,7000000518,20250624.0,812,2,1.0,2117.0,PAID,TRANSFER,TX-Y4N5BZGJVB2Y,13068.0
520,7000000519,20240423.0,669,1,,2944.0,PAID,CARD,TX-2OXLMYQS8CG9,60867.6
521,7000000520,20240130.0,566,1,,2110.0,PAID,GATEWAY,TX-L5ZNLNCJ7XZY,98638.8
522,7000000521,20240828.0,1055,1,,2923.0,PAID,CARD,TX-S74CCFH9APUN,63797.25
523,7000000522,20240828.0,577,1,,643.0,PAID,CARD,TX-FXPIF8RDZRQ8,44460.0
524,7000000523,20240921.0,689,2,3.0,2667.0,PAID,CARD,TX-EREKJS7YUCF6,28459.2
525,7000000524,20240516.0,787,2,4.0,1856.0,PAID,CASH,TX-SE9DN1NZIH5K,54450.0
526,7000000525,20240113.0,32,1,,2150.0,PAID,CARD,TX-8NXW068AXP0U,27036.0
527,7000000526,20240220.0,434,1,,1429.0,PAID,CARD,TX-US8P6WKLX2WE,54261.0
528,7000000527,20250519.0,1470,2,2.0,,PAID,TRANSFER,TX-PO55QY6ORRE9,36300.0
529,7000000528,20240224.0,226,2,3.0,630.0,PAID,CARD,TX-X7SAOEOG4MSZ,18150.0
530,7000000529,20241021.0,1190,1,,515.0,PAID,GATEWAY,TX-TWKC031VGLIV,58989.6
531,7000000530,20240511.0,1004,1,,2377.0,PAID,CARD,TX-QI9XXX36DOLK,29959.2
532,7000000531,20241210.0,1315,2,4.0,2705.0,REFUNDED,CASH,TX-D7DQ8VDGWMQE,39930.0
533,7000000532,20241013.0,701,1,,,PAID,CARD,TX-LF5JPF02AEJA,17535.0
534,7000000533,20250429.0,843,1,,3012.0,PAID,CARD,TX-2C0PMOU6EZ96,42882.0
535,7000000534,20250224.0,1167,1,,1327.0,PAID,GATEWAY,TX-LVR26OMPI8YH,24829.2
536,7000000535,20250411.0,681,1,,2280.0,PAID,GATEWAY,TX-1SECHXG7FHI7,59541.36
537,7000000536,20250304.0,513,2,4.0,1158.0,PAID,CARD,TX-WEVHVQE5KN0W,43560.0
538,7000000537,20240830.0,970,2,1.0,2541.0,PAID,CASH,TX-1JR5GXQ5LHO3,41164.2
539,7000000538,20241218.0,383,1,,70.0,PAID,CARD,TX-LOI5YRCE3SEM,30903.0
540,7000000539,20250303.0,527,1,,2111.0,PAID,GATEWAY,TX-95PAVH9KS02Q,53249.28
