nps_response_sk,responded_at_date_id,responded_at_time,customer_sk,comment,channel_sk,score
1946,20240405,11:55:24,22,Podría mejorar el empaque,2,4
1947,20250129,23:52:02,743,Podría mejorar el empaque,2,9
1948,20241103,11:39:35,1123,Atención muy buena,1,10
1949,20250917,23:28:27,1065,,1,9
1950,20240313,02:02:31,1278,,1,6
1951,20240620,02:24:10,779,Entrega rápida y producto excelente,2,0
1952,20250424,10:51:36,498,Atención muy buena,1,9
1953,20250716,17:11:40,171,Muy conforme con la calidad,2,5
1954,20240608,07:27:58,1483,Volvería a comprar,1,10
1955,20240504,08:50:11,1355,Todo perfecto,1,6
1956,20250814,20:03:24,1018,Podría mejorar el empaque,1,8
1957,20240623,16:41:26,1449,Muy conforme con la calidad,2,7
1958,20250502,11:45:52,818,Atención muy buena,2,6
1959,20240410,19:32:35,701,Atención muy buena,1,9
1960,20240623,23:58:28,584,,2,9
1961,20250502,11:47:43,1193,Atención muy buena,1,2
1962,20250323,09:55:05,266,Volvería a comprar,1,10
1963,20241219,01:31:58,19,,1,7
1964,20250901,06:54:46,1437,Podría mejorar el empaque,2,8
1965,20240123,07:59:28,814,Volvería a comprar,2,9
1966,20240614,22:05:17,657,Volvería a comprar,1,7
1967,20240209,11:34:34,1215,Entrega rápida y producto excelente,2,9
1968,20240806,13:17:06,1281,Tardó un poco más de lo esperado,2,2
1969,20250630,04:48:39,590,Muy conforme con la calidad,1,1
1970,20250902,04:31:18,884,Volvería a comprar,2,7
1971,20250305,21:25:04,403,Volvería a comprar,1,7
1972,20250310,18:04:23,894,Atención muy buena,2,10
1973,20240517,16:55:11,615,Muy conforme con la calidad,2,7
1974,20241210,11:34:38,1133,,1,3
1975,20250918,17:47:19,1358,Entrega rápida y producto excelente,2,3
1976,20241219,17:20:25,934,Entrega rápida y producto excelente,2,2
1977,20250611,06:12:26,252,Tardó un poco más de lo esperado,2,7
1978,20250723,19:27:04,1320,Todo perfecto,1,8
1979,20241205,00:45:11,680,,1,8
1980,20240415,17:08:31,41,Volvería a comprar,2,0
1981,20240828,08:15:48,28,Tardó un poco más de lo esperado,1,0
1982,20240914,23:54:52,1186,Entrega rápida y producto excelente,1,3
1983,20250516,00:51:09,378,Entrega rápida y producto excelente,2,8
1984,20250103,05:38:52,1342,Todo perfecto,2,9
1985,20250915,06:38:55,1311,,1,10
1986,20240504,10:57:27,805,,1,9
1987,20250928,12:02:52,801,Volvería a comprar,1,9
1988,20240813,12:23:18,422,,2,10
1989,20240408,09:03:02,875,Tardó un poco más de lo esperado,1,0
1990,20250825,07:36:02,1387,Podría mejorar el empaque,2,8
1991,20241002,20:08:32,353,Podría mejorar el empaque,1,8
1992,20250724,14:57:14,1014,Muy conforme con la calidad,2,7
1993,20240212,20:12:02,781,Todo perfecto,1,4
1994,20250130,07:35:25,1134,Volvería a comprar,1,9
1995,20241128,04:08:59,1467,Volvería a comprar,1,5
1996,20250202,06:13:31,928,Atención muy buena,1,8
1997,20241010,09:35:46,1455,Podría mejorar el empaque,1,8
1998,20250203,22:58:37,895,Volvería a comprar,2,8
1999,20241209,04:04:37,1200,Podría mejorar el empaque,2,8
2000,20250412,00:13:46,150,,1,0
2001,20250206,11:59:50,1053,,2,5
2002,20240818,03:43:41,1475,Todo perfecto,1,4
2003,20250417,09:42:37,761,Atención muy buena,1,8
2004,20241218,09:35:08,1224,Podría mejorar el empaque,1,10
2005,20241102,02:24:43,1446,Podría mejorar el empaque,1,8
2006,20241016,22:33:42,1168,,1,7
2007,20250106,05:00:09,926,,1,9
2008,20240817,17:27:18,1474,Entrega rápida y producto excelente,1,3
2009,20240613,10:50:25,24,Muy conforme con la calidad,1,5
2010,20241027,04:54:52,431,Volvería a comprar,2,8
2011,20241011,12:01:24,662,Todo perfecto,1,9
2012,20240408,10:44:04,1374,,2,6
2013,20240809,09:27:43,552,Muy conforme con la calidad,1,8
2014,20250710,16:02:43,1302,Muy conforme con la calidad,2,8
2015,20250624,20:39:55,555,Volvería a comprar,1,7
2016,20241107,10:59:35,1289,Tardó un poco más de lo esperado,2,7
2017,20250815,22:15:00,851,Volvería a comprar,2,8
2018,20250925,19:31:02,1418,Volvería a comprar,1,9
2019,20250519,10:49:23,935,Atención muy buena,1,10
2020,20250320,17:41:58,834,Tardó un poco más de lo esperado,2,7
2021,20250124,06:20:00,663,Muy conforme con la calidad,1,9
2022,20250114,17:19:48,245,Muy conforme con la calidad,2,7
2023,20241122,03:10:35,391,Entrega rápida y producto excelente,2,4
2024,20240822,02:38:26,1111,Tardó un poco más de lo esperado,2,10
2025,20250403,07:15:14,1384,Atención muy buena,1,9
2026,20240130,17:31:47,727,Podría mejorar el empaque,2,8
2027,20250602,05:34:40,735,Podría mejorar el empaque,1,9
2028,20240928,16:51:34,1233,Muy conforme con la calidad,1,10
2029,20250726,15:51:05,238,Muy conforme con la calidad,1,7
2030,20240110,00:19:18,308,Tardó un poco más de lo esperado,2,8
2031,20241102,07:35:34,1145,Muy conforme con la calidad,2,10
2032,20240306,03:57:02,1359,Entrega rápida y producto excelente,1,8
2033,20250425,05:15:37,1440,Entrega rápida y producto excelente,1,9
2034,20240818,19:01:41,1347,,1,8
2035,20250613,04:34:34,1048,Entrega rápida y producto excelente,2,7
2036,20250716,05:29:54,475,Muy conforme con la calidad,1,9
2037,20250107,14:27:35,208,Atención muy buena,2,6
2038,20250929,05:03:14,1477,Podría mejorar el empaque,1,4
2039,20250512,13:02:01,1029,Tardó un poco más de lo esperado,1,9
2040,20241020,13:30:49,33,Volvería a comprar,2,7
2041,20250923,09:52:33,902,Atención muy buena,1,3
2042,20241129,11:54:56,1032,Podría mejorar el empaque,1,9
2043,20250127,18:58:32,915,Atención muy buena,1,6
2044,20250925,07:03:46,987,Todo perfecto,1,7
2045,20240322,18:05:37,675,,1,9
2046,20250620,14:30:55,335,Entrega rápida y producto excelente,2,8
2047,20240527,21:13:40,332,Todo perfecto,1,8
2048,20250426,16:39:52,1465,Todo perfecto,2,5
2049,20241225,05:29:57,814,Volvería a comprar,1,9
2050,20241015,10:58:39,586,Todo perfecto,1,10
2051,20241003,19:24:39,1012,Todo perfecto,1,8
2052,20240417,08:38:56,1383,Muy conforme con la calidad,2,9
2053,20240417,19:07:07,951,Podría mejorar el empaque,1,8
2054,20250221,07:58:22,448,Atención muy buena,1,5
2055,20241101,14:39:41,123,Todo perfecto,1,9
2056,20240319,15:52:16,1044,Entrega rápida y producto excelente,1,6
2057,20250109,15:23:38,264,Podría mejorar el empaque,2,2
2058,20241030,00:07:19,205,Todo perfecto,1,7
2059,20240803,06:20:05,1297,Tardó un poco más de lo esperado,1,10
2060,20240125,09:34:52,125,Volvería a comprar,1,8
2061,20241209,07:50:24,352,Atención muy buena,1,10
2062,20250829,18:57:51,1360,Volvería a comprar,2,2
2063,20241113,05:18:21,455,Entrega rápida y producto excelente,1,9
2064,20240815,02:19:18,1430,,2,7
2065,20240331,05:03:01,289,Muy conforme con la calidad,2,10
2066,20250511,17:51:13,221,Entrega rápida y producto excelente,1,8
2067,20250504,07:54:34,465,Muy conforme con la calidad,1,7
2068,20240421,20:34:34,601,Entrega rápida y producto excelente,2,9
2069,20250403,10:25:28,757,Todo perfecto,1,7
2070,20240326,06:11:18,1448,Atención muy buena,1,9
2071,20240817,04:31:59,447,Muy conforme con la calidad,1,9
2072,20240511,10:12:55,281,Volvería a comprar,1,9
2073,20241019,10:32:46,179,Tardó un poco más de lo esperado,2,7
2074,20250920,01:12:35,152,Muy conforme con la calidad,1,0
2075,20250405,07:19:30,1272,Muy conforme con la calidad,2,6
2076,20250508,19:31:15,299,Volvería a comprar,1,7
2077,20241112,21:51:46,707,Todo perfecto,1,9
2078,20240407,03:35:20,685,,1,4
2079,20240623,21:31:51,45,Muy conforme con la calidad,2,8
2080,20240717,08:16:06,279,Muy conforme con la calidad,2,7
2081,20241101,04:16:11,1128,Podría mejorar el empaque,2,6
2082,20240814,13:53:55,596,,1,2
2083,20240603,11:15:13,1256,Podría mejorar el empaque,2,10
2084,20241115,16:19:19,88,Atención muy buena,1,10
2085,20240817,02:13:59,1147,,2,10
2086,20250418,07:12:23,715,Todo perfecto,2,8
2087,20250728,02:23:51,658,Podría mejorar el empaque,1,10
2088,20241216,22:01:13,902,Volvería a comprar,1,10
2089,20240717,22:21:20,274,Volvería a comprar,1,6
2090,20250425,01:30:53,775,Entrega rápida y producto excelente,2,10
2091,20241019,06:00:36,373,Todo perfecto,1,10
2092,20250901,02:15:10,939,Atención muy buena,1,10
2093,20241109,05:37:22,652,Atención muy buena,2,9
2094,20250522,19:18:48,1224,Podría mejorar el empaque,1,8
2095,20250327,09:05:03,714,Muy conforme con la calidad,1,7
2096,20250830,06:23:02,946,Podría mejorar el empaque,2,10
2097,20240514,04:44:51,1110,Volvería a comprar,1,8
2098,20240514,11:04:02,749,Todo perfecto,1,7
2099,20241016,07:53:35,1402,Podría mejorar el empaque,2,2
2100,20240610,04:41:33,284,Tardó un poco más de lo esperado,1,9
2101,20241022,14:42:11,679,Podría mejorar el empaque,1,8
2102,20240506,16:50:08,648,Podría mejorar el empaque,2,8
2103,20241230,02:25:42,1297,Tardó un poco más de lo esperado,2,8
2104,20240727,23:54:57,731,Tardó un poco más de lo esperado,1,8
2105,20251004,06:04:26,292,Volvería a comprar,2,9
2106,20250424,04:58:50,1252,Atención muy buena,1,5
2107,20240213,19:49:58,1340,,1,8
2108,20250831,23:58:46,1129,,2,7
2109,20250222,00:09:23,446,,1,10
2110,20240921,12:10:21,1111,Muy conforme con la calidad,1,6
2111,20241215,19:01:16,692,,1,8
2112,20251010,05:53:32,1456,Tardó un poco más de lo esperado,1,8
2113,20250603,01:16:16,1430,Entrega rápida y producto excelente,1,8
2114,20241208,08:33:23,1347,Atención muy buena,2,9
2115,20250223,18:21:00,333,,1,10
2116,20240201,10:21:57,1454,Atención muy buena,1,6
2117,20240919,12:45:46,505,Todo perfecto,1,7
2118,20250531,09:37:00,926,Muy conforme con la calidad,2,8
2119,20250613,10:14:39,1067,Volvería a comprar,1,8
2120,20240419,23:11:09,590,Muy conforme con la calidad,1,6
2121,20240612,12:49:55,4,,2,0
2122,20250921,20:43:11,250,,2,6
2123,20240216,16:34:12,724,Entrega rápida y producto excelente,1,9
2124,20250317,18:37:02,965,Tardó un poco más de lo esperado,2,7
2125,20250325,17:09:32,110,Entrega rápida y producto excelente,1,10
2126,20250614,11:47:55,294,Entrega rápida y producto excelente,1,8
2127,20241103,13:31:05,1378,Podría mejorar el empaque,2,8
2128,20241202,01:07:44,757,Entrega rápida y producto excelente,1,8
2129,20240203,16:56:43,979,Volvería a comprar,2,8
2130,20240802,14:02:37,1034,Volvería a comprar,1,8
2131,20241108,01:16:48,1453,Entrega rápida y producto excelente,1,2
2132,20240713,10:03:48,165,Podría mejorar el empaque,2,5
2133,20240515,07:16:41,1296,Entrega rápida y producto excelente,2,3
2134,20251004,19:19:20,27,Todo perfecto,2,8
2135,20240406,07:03:33,540,Tardó un poco más de lo esperado,2,5
2136,20241122,20:52:07,615,Atención muy buena,1,6
2137,20240608,12:41:56,758,Volvería a comprar,2,4
2138,20240630,08:37:10,554,Muy conforme con la calidad,1,1
2139,20250816,23:39:31,537,Entrega rápida y producto excelente,1,4
2140,20240929,16:45:10,1170,Podría mejorar el empaque,1,9
2141,20250828,10:49:38,1130,Volvería a comprar,1,7
2142,20250304,22:01:41,711,Podría mejorar el empaque,2,10
2143,20250125,20:27:47,889,,2,2
2144,20241129,17:16:48,618,,1,6
2145,20250429,12:48:37,1236,Tardó un poco más de lo esperado,1,9
2146,20250604,03:45:20,552,Atención muy buena,1,9
2147,20240807,12:42:23,180,Muy conforme con la calidad,1,9
2148,20250803,21:42:14,619,Tardó un poco más de lo esperado,1,6
2149,20240628,18:32:41,627,Muy conforme con la calidad,2,9
2150,20240216,07:34:09,711,Tardó un poco más de lo esperado,1,7
2151,20240821,04:53:18,457,Entrega rápida y producto excelente,1,8
2152,20250616,21:04:15,679,Tardó un poco más de lo esperado,1,10
2153,20240910,16:02:53,1485,Podría mejorar el empaque,1,8
2154,20250915,08:18:11,642,Muy conforme con la calidad,1,4
2155,20241128,21:14:13,809,Todo perfecto,1,4
2156,20241222,22:45:57,809,Podría mejorar el empaque,2,2
2157,20250826,04:46:34,1326,Podría mejorar el empaque,1,8
2158,20251002,02:09:13,1322,Entrega rápida y producto excelente,1,5
2159,20240223,00:17:53,39,Entrega rápida y producto excelente,2,9
2160,20250323,10:37:22,393,Todo perfecto,1,8
2161,20240505,04:53:05,616,Entrega rápida y producto excelente,1,2
2162,20240302,21:37:29,1149,Podría mejorar el empaque,2,9
2163,20250608,21:15:13,193,Muy conforme con la calidad,2,10
2164,20241125,01:24:31,634,Volvería a comprar,2,3
2165,20240616,00:00:12,34,Todo perfecto,2,3
2166,20250222,23:45:24,468,Podría mejorar el empaque,1,10
2167,20250923,01:15:36,441,Todo perfecto,1,10
2168,20250220,23:50:55,77,Todo perfecto,2,7
2169,20250126,02:37:02,580,,1,10
2170,20250307,12:06:22,512,Volvería a comprar,1,9
2171,20250406,07:16:06,773,Podría mejorar el empaque,2,7
2172,20240418,17:10:50,215,Atención muy buena,1,7
2173,20240528,20:29:50,1150,Podría mejorar el empaque,2,5
2174,20250907,08:30:11,781,Muy conforme con la calidad,2,7
2175,20250228,13:59:11,6,Atención muy buena,2,7
2176,20250506,03:15:52,956,Atención muy buena,1,6
2177,20241021,10:18:15,665,Todo perfecto,1,8
2178,20250521,14:16:46,680,,1,7
2179,20240909,09:10:18,1311,Podría mejorar el empaque,2,1
2180,20250607,20:26:13,644,Podría mejorar el empaque,1,8
2181,20240715,11:33:13,1149,Entrega rápida y producto excelente,1,8
2182,20250511,02:49:15,945,,2,4
2183,20241217,18:06:05,506,Entrega rápida y producto excelente,1,10
2184,20240207,23:48:56,1374,Podría mejorar el empaque,1,7
2185,20240425,17:51:05,216,,1,10
2186,20240122,19:45:06,520,,1,8
2187,20240728,07:02:20,328,Tardó un poco más de lo esperado,2,10
2188,20250327,01:03:26,1110,Todo perfecto,1,7
2189,20240325,07:50:41,704,Entrega rápida y producto excelente,1,3
2190,20250106,07:09:02,326,Entrega rápida y producto excelente,1,10
2191,20250317,03:46:18,971,Podría mejorar el empaque,2,10
2192,20250423,17:23:20,991,Muy conforme con la calidad,1,8
2193,20250105,20:12:25,975,Tardó un poco más de lo esperado,1,7
2194,20250323,03:00:58,677,Atención muy buena,1,6
2195,20250227,14:57:19,527,Muy conforme con la calidad,2,8
2196,20250427,09:59:56,1054,Entrega rápida y producto excelente,1,10
2197,20240413,20:44:53,1336,Atención muy buena,1,10
2198,20250920,20:19:26,889,,1,7
2199,20250215,21:06:20,256,,1,7
2200,20240908,10:18:46,242,Podría mejorar el empaque,1,8
2201,20240624,02:15:04,244,,1,10
2202,20240321,16:23:52,706,Tardó un poco más de lo esperado,1,10
2203,20240706,14:59:35,1169,Atención muy buena,1,8
2204,20250122,14:04:21,618,,2,6
2205,20240814,14:09:09,1404,Todo perfecto,1,9
2206,20250109,07:07:24,1462,Muy conforme con la calidad,2,1
2207,20241009,05:56:39,525,Tardó un poco más de lo esperado,1,10
2208,20240114,04:46:08,574,Podría mejorar el empaque,1,4
2209,20250422,01:16:49,681,Atención muy buena,1,0
2210,20240426,15:20:56,748,Todo perfecto,1,3
2211,20240422,14:16:32,1266,Muy conforme con la calidad,1,5
2212,20250908,08:06:56,293,Todo perfecto,1,9
2213,20251002,15:07:04,555,Entrega rápida y producto excelente,2,5
2214,20240123,06:38:03,560,Tardó un poco más de lo esperado,1,10
2215,20241114,07:08:42,1021,Muy conforme con la calidad,2,10
2216,20250203,08:33:41,201,Atención muy buena,1,9
2217,20250718,12:12:34,1458,Entrega rápida y producto excelente,1,3
2218,20250208,01:58:36,528,Entrega rápida y producto excelente,1,1
2219,20240623,02:26:02,919,Tardó un poco más de lo esperado,1,9
2220,20250907,17:23:34,445,Atención muy buena,1,2
2221,20250211,21:19:04,1368,Atención muy buena,2,8
2222,20240612,04:31:52,529,Atención muy buena,1,8
2223,20240904,02:27:34,1186,Todo perfecto,2,10
2224,20241013,15:29:52,164,Todo perfecto,2,7
2225,20250405,03:35:20,204,Volvería a comprar,1,5
2226,20250624,09:24:59,164,Podría mejorar el empaque,2,8
2227,20240226,10:41:15,253,Entrega rápida y producto excelente,2,10
2228,20250702,06:58:45,1155,Entrega rápida y producto excelente,2,9
2229,20250721,22:35:19,193,,1,5
2230,20250808,21:35:48,778,Atención muy buena,1,8
2231,20240809,04:13:02,593,Volvería a comprar,1,10
2232,20240805,01:04:12,772,Entrega rápida y producto excelente,2,4
2233,20241106,18:24:25,32,Todo perfecto,2,7
2234,20240305,00:13:57,961,Atención muy buena,1,7
2235,20240829,21:02:13,1062,Podría mejorar el empaque,1,9
2236,20240625,09:38:45,700,Entrega rápida y producto excelente,1,7
2237,20250125,11:47:48,376,Muy conforme con la calidad,2,3
2238,20240316,18:25:34,866,Podría mejorar el empaque,1,8
2239,20240717,07:36:08,136,Tardó un poco más de lo esperado,2,5
2240,20240506,17:47:20,888,Muy conforme con la calidad,2,9
2241,20240128,11:52:45,1255,,1,9
2242,20240428,04:39:40,601,Podría mejorar el empaque,1,9
2243,20250411,19:15:13,204,Volvería a comprar,1,7
2244,20240624,20:32:19,859,,2,8
2245,20240624,05:58:42,1029,Podría mejorar el empaque,1,5
2246,20240321,23:39:40,447,Muy conforme con la calidad,2,8
2247,20250507,11:26:44,239,Volvería a comprar,1,7
2248,20240719,01:51:10,101,Tardó un poco más de lo esperado,1,4
2249,20241123,15:53:58,1263,Todo perfecto,2,9
2250,20240324,06:27:43,881,Atención muy buena,2,6
2251,20241229,16:59:47,360,Atención muy buena,2,7
2252,20240909,18:09:51,1373,Muy conforme con la calidad,2,3
2253,20240825,02:28:16,843,Entrega rápida y producto excelente,1,9
2254,20241113,16:23:08,307,Volvería a comprar,1,9
2255,20250803,06:35:10,1162,Todo perfecto,1,5
2256,20250505,15:42:15,708,Tardó un poco más de lo esperado,2,8
2257,20250113,15:05:49,1034,Volvería a comprar,1,4
2258,20250415,23:50:59,1492,Tardó un poco más de lo esperado,1,4
2259,20250314,05:57:30,1388,Volvería a comprar,1,10
2260,20240708,22:08:42,262,Todo perfecto,1,9
2261,20250626,04:28:24,1188,Entrega rápida y producto excelente,1,10
2262,20240311,03:51:14,678,Todo perfecto,1,9
2263,20250624,12:34:23,546,Volvería a comprar,2,8
2264,20250303,02:57:40,1206,Tardó un poco más de lo esperado,1,8
2265,20250425,08:56:03,27,Entrega rápida y producto excelente,2,10
2266,20250808,02:49:24,184,Atención muy buena,2,7
2267,20241209,10:44:18,536,Todo perfecto,1,8
2268,20240203,02:25:07,1350,Muy conforme con la calidad,1,10
2269,20241020,21:26:23,542,Tardó un poco más de lo esperado,1,9
2270,20250529,22:21:39,1151,Volvería a comprar,1,10
2271,20250821,09:09:16,1471,Todo perfecto,2,7
2272,20240520,12:11:03,672,Todo perfecto,2,6
2273,20250212,22:22:53,1259,,2,10
2274,20250922,06:32:04,1396,Atención muy buena,1,8
2275,20240527,20:39:01,284,,1,8
2276,20240923,19:58:25,183,Atención muy buena,1,7
2277,20240315,19:42:42,1353,,1,4
2278,20250827,02:44:31,978,,2,10
2279,20241003,03:22:25,1244,Entrega rápida y producto excelente,1,2
2280,20240729,23:42:13,1430,Entrega rápida y producto excelente,1,9
2281,20240515,12:19:19,1218,Muy conforme con la calidad,2,8
2282,20250915,07:12:06,574,Muy conforme con la calidad,1,9
2283,20240506,04:06:06,1287,Muy conforme con la calidad,2,7
2284,20240328,14:32:21,230,Entrega rápida y producto excelente,1,9
2285,20250704,01:59:16,314,Volvería a comprar,2,6
2286,20240423,13:40:37,203,Entrega rápida y producto excelente,2,8
2287,20240121,00:42:55,980,Entrega rápida y producto excelente,1,7
2288,20250422,03:36:12,37,Podría mejorar el empaque,1,8
2289,20250519,20:50:35,1444,Podría mejorar el empaque,1,10
2290,20240808,19:25:20,656,Todo perfecto,1,7
2291,20241221,23:43:00,731,Tardó un poco más de lo esperado,1,3
2292,20240911,08:04:54,1265,Tardó un poco más de lo esperado,2,8
2293,20250529,02:15:34,896,Podría mejorar el empaque,1,5
2294,20250707,17:25:55,372,Todo perfecto,1,9
2295,20250111,21:56:10,1175,Todo perfecto,1,7
2296,20240406,23:01:11,302,,2,10
2297,20250320,05:04:58,436,,2,9
2298,20250515,02:54:50,1245,Atención muy buena,2,3
2299,20240421,01:23:15,81,Podría mejorar el empaque,2,10
2300,20240201,04:47:09,1268,,1,8
2301,20240210,22:39:42,478,Tardó un poco más de lo esperado,1,2
2302,20240202,19:32:44,882,Atención muy buena,2,8
2303,20250322,14:57:39,673,Atención muy buena,2,10
2304,20241206,23:36:55,1352,Atención muy buena,1,9
2305,20241105,01:34:26,1495,,1,10
2306,20250210,23:15:05,760,Podría mejorar el empaque,2,8
2307,20240510,06:01:05,954,Muy conforme con la calidad,2,9
2308,20250711,13:39:22,212,Tardó un poco más de lo esperado,1,7
2309,20241210,12:23:43,1194,Podría mejorar el empaque,2,9
2310,20250922,07:00:38,31,Atención muy buena,1,10
2311,20240722,02:01:16,585,Muy conforme con la calidad,2,10
2312,20241224,18:07:37,140,Podría mejorar el empaque,2,9
2313,20241207,09:31:50,1096,Todo perfecto,2,7
2314,20241213,08:17:42,1468,,1,9
2315,20240111,09:35:02,1303,Tardó un poco más de lo esperado,2,7
2316,20240710,23:06:04,917,Podría mejorar el empaque,2,6
2317,20250815,00:28:26,153,Tardó un poco más de lo esperado,1,9
2318,20250215,16:46:26,1033,Atención muy buena,1,10
2319,20240311,06:11:23,323,Muy conforme con la calidad,2,5
2320,20250610,17:40:20,38,Todo perfecto,1,8
2321,20250807,01:37:30,1427,,1,7
2322,20240714,20:13:27,451,Podría mejorar el empaque,2,7
2323,20240408,19:16:50,883,Todo perfecto,2,10
2324,20241114,08:28:47,171,Muy conforme con la calidad,1,9
2325,20241230,14:11:42,1161,Tardó un poco más de lo esperado,1,4
2326,20250813,10:48:54,1450,Atención muy buena,1,3
2327,20240718,22:18:16,1079,Muy conforme con la calidad,2,8
2328,20250328,19:31:00,32,Muy conforme con la calidad,2,5
2329,20240427,21:57:06,1468,Muy conforme con la calidad,2,8
2330,20250917,15:14:54,940,Atención muy buena,1,9
2331,20241011,15:32:48,1290,Atención muy buena,1,10
2332,20250812,07:38:15,339,,2,10
2333,20250606,20:20:55,555,Volvería a comprar,2,8
2334,20240919,17:00:30,1048,,1,6
2335,20250630,15:31:27,1465,Muy conforme con la calidad,2,8
2336,20250421,23:20:59,700,Atención muy buena,1,8
2337,20250613,18:47:15,1280,Podría mejorar el empaque,2,8
2338,20250604,13:24:00,264,Volvería a comprar,1,8
2339,20250310,17:57:34,1476,,1,9
2340,20250528,15:19:35,283,Tardó un poco más de lo esperado,2,6
2341,20240416,07:33:33,1034,Muy conforme con la calidad,1,7
2342,20250820,06:37:26,61,Tardó un poco más de lo esperado,1,8
2343,20241012,17:38:57,1203,Muy conforme con la calidad,2,9
2344,20240624,23:03:58,298,Atención muy buena,2,9
2345,20240728,08:10:04,231,Atención muy buena,1,8
2346,20250902,03:58:01,141,Muy conforme con la calidad,1,5
2347,20240120,06:36:38,918,Atención muy buena,2,9
2348,20240409,00:07:27,494,Todo perfecto,2,9
2349,20250109,15:16:40,483,Entrega rápida y producto excelente,1,6
2350,20241008,13:14:39,1336,Muy conforme con la calidad,2,8
2351,20240207,23:58:01,541,Podría mejorar el empaque,1,9
2352,20240916,12:39:18,904,Tardó un poco más de lo esperado,1,10
2353,20250810,22:42:05,1406,,2,8
2354,20240612,15:41:17,945,Tardó un poco más de lo esperado,2,10
2355,20250530,01:09:48,892,Tardó un poco más de lo esperado,2,9
2356,20250623,18:07:47,1280,Volvería a comprar,2,2
2357,20250917,12:42:51,521,Volvería a comprar,2,7
2358,20240429,16:02:26,1077,Entrega rápida y producto excelente,2,10
2359,20250803,14:18:28,823,Todo perfecto,1,1
2360,20240208,19:56:48,175,Atención muy buena,1,5
2361,20250508,06:34:05,612,Tardó un poco más de lo esperado,2,6
2362,20251002,01:41:44,205,Entrega rápida y producto excelente,1,1
2363,20240401,08:58:34,924,,1,9
2364,20240302,14:00:24,698,Atención muy buena,1,6
2365,20240326,15:57:40,602,Muy conforme con la calidad,1,6
2366,20250305,18:34:18,910,Entrega rápida y producto excelente,1,4
2367,20250110,00:06:37,536,,1,4
2368,20250304,23:31:12,686,Volvería a comprar,2,6
2369,20241128,22:28:53,216,,1,6
2370,20241009,08:44:04,1296,Todo perfecto,1,7
2371,20240514,05:30:58,1176,Muy conforme con la calidad,1,10
2372,20250926,22:58:59,396,Tardó un poco más de lo esperado,1,7
2373,20240529,15:54:46,684,Todo perfecto,2,10
2374,20250226,14:29:59,650,Muy conforme con la calidad,2,9
2375,20250906,11:05:49,681,Atención muy buena,1,7
2376,20240703,08:27:59,892,Muy conforme con la calidad,1,4
2377,20250125,15:17:44,681,Entrega rápida y producto excelente,2,8
2378,20240816,19:59:31,618,,1,7
2379,20241210,12:17:44,1328,,1,9
2380,20240626,14:19:35,714,Atención muy buena,2,9
2381,20240516,15:14:14,585,Tardó un poco más de lo esperado,2,9
2382,20240908,12:39:27,630,Atención muy buena,2,8
2383,20250424,12:02:42,832,Muy conforme con la calidad,2,8
2384,20240814,14:30:59,995,Podría mejorar el empaque,1,9
2385,20240803,12:41:42,1347,Podría mejorar el empaque,2,8
2386,20250322,23:57:21,897,Podría mejorar el empaque,1,8
2387,20240420,11:14:01,732,Atención muy buena,2,10
2388,20250816,03:05:16,1068,Volvería a comprar,1,4
2389,20240913,15:34:54,486,Volvería a comprar,1,6
2390,20240407,15:08:46,230,Muy conforme con la calidad,1,8
2391,20240529,21:51:56,389,Podría mejorar el empaque,1,8
2392,20241225,18:21:56,1217,Volvería a comprar,1,5
2393,20240126,12:32:19,598,Volvería a comprar,2,7
2394,20250619,13:52:31,4,Entrega rápida y producto excelente,1,8
2395,20240422,23:46:40,543,,2,9
2396,20250302,14:11:48,1454,Atención muy buena,1,9
2397,20240205,15:17:03,356,Entrega rápida y producto excelente,2,9
2398,20240310,23:51:21,1243,Atención muy buena,1,8
2399,20250515,12:24:04,1345,Tardó un poco más de lo esperado,1,9
2400,20240815,06:31:02,1233,Muy conforme con la calidad,1,8
2401,20250913,06:57:11,905,Muy conforme con la calidad,2,8
2402,20241201,09:14:19,686,Podría mejorar el empaque,1,3
2403,20240127,15:01:17,713,,1,7
2404,20250301,06:37:33,498,Volvería a comprar,1,9
2405,20250521,06:20:02,375,Atención muy buena,1,10
2406,20250609,17:31:33,816,Todo perfecto,1,7
2407,20250403,04:13:38,209,,1,9
2408,20240708,10:13:30,199,Muy conforme con la calidad,1,2
2409,20240430,20:42:55,437,Tardó un poco más de lo esperado,2,7
2410,20250529,16:51:40,415,Todo perfecto,2,4
2411,20250830,03:45:44,1479,Muy conforme con la calidad,1,5
2412,20240503,01:01:26,410,Atención muy buena,2,7
2413,20240908,01:37:04,657,Volvería a comprar,2,7
2414,20250604,05:31:17,1032,Atención muy buena,1,9
2415,20240718,04:30:28,1270,Tardó un poco más de lo esperado,1,10
2416,20250215,16:07:00,1408,,1,10
2417,20240818,22:55:46,682,Entrega rápida y producto excelente,2,2
2418,20240205,23:33:54,447,Entrega rápida y producto excelente,1,7
2419,20240206,07:25:37,1398,Atención muy buena,2,9
2420,20250804,21:03:23,530,Tardó un poco más de lo esperado,2,9
2421,20241112,05:51:55,849,,2,8
2422,20250114,06:24:37,771,Todo perfecto,2,6
2423,20240602,18:10:35,200,Muy conforme con la calidad,1,6
2424,20250829,09:12:31,954,Atención muy buena,1,9
2425,20251005,16:20:07,241,Tardó un poco más de lo esperado,1,8
